Text,pred_label,prob_informative,prob_uninformative,keyword_score,matched_keywords,final_score,alert_level,alert_rank
"So far, 300 Americans died from coronavirus but that death toll will reach one million and could climb as high as 8 million, because @USER dithered in Washington, DC, instead of listening to experts who have been warning about the #Trumpedemic since January.",INFORMATIVE,0.605378898512831,0.39462110148716895,3,{'death_severity': ['death']},7,MEDIUM,2
"Diamond Platnumz manager, Sallam Sharaf shares experience as he recovers from Coronavirus #NetNaija HTTPURL",UNINFORMATIVE,0.37802402057342155,0.6219759794265785,0,{},0,LOW,1
"Over the last week, COVID-19 cases in Alabama increased faster than 40 other states HTTPURL",INFORMATIVE,0.5270335074100074,0.47296649258999257,2,{'case_growth': ['cases']},5,MEDIUM,2
In 2day's @USER our 1st coronavirus-themed News/Notes. NBA commish Silver has COVID-19-themed lesson for #greensports &amp; Sport Positive's Claire Poole sets Twitter chat 4 Green-Sports practitioners 3/24. HTTPURL @USER #ActOnClimate @USER HTTPURL,UNINFORMATIVE,0.4687389748849403,0.5312610251150597,0,{},0,LOW,1
@USER Have you been test for COVID-19? You were with Andy Cohen two weeks ago.,INFORMATIVE,0.5220502473472477,0.47794975265275236,1,{'testing_quarantine': ['test']},4,LOW,1
"Two months since novel coronavirus arrived in Singapore, the city state woke on Saturday to news of its first casualties after 2 patients died. Both old-age. PM Lee reminds sad Singaporeans that of total confirmed 385 cases, 131 have been discharged HTTPURL",INFORMATIVE,0.9777650476681158,0.022234952331884245,2,"{'case_growth': ['confirmed', 'cases']}",7,MEDIUM,2
@USER The first COVID-related death outside China happened in the Philippines. And Philippines now has higher fatality rate than China. Shocking di ba that Vietnam reports 0 fatalities. HTTPURL,UNINFORMATIVE,0.43255377151466945,0.5674462284853306,3,"{'death_severity': ['death', 'fatality', 'fatalities']}",3,LOW,1
"Twelve new cases of #coronavirus were reported in Balochistan on Saturday, taking the province’s tally to 104 #SamaaTV #CoronavirusPandemic HTTPURL",INFORMATIVE,0.8565483017166016,0.14345169828339838,2,"{'case_growth': ['new cases', 'cases']}",7,MEDIUM,2
#COVID19 panic salesmen in the media are calling IL the next NY. 3 reasons they are wrong: 1. #Chicago has been on lock down for 10 days now- head start by watching NYC 2. Population density in IL &lt;&lt; NY 3. IL case growth 8th lowest in US yesterday &amp; 15th lowest day before that,UNINFORMATIVE,0.32958327766606466,0.6704167223339353,0,{},0,LOW,1
@USER Oh calm down. This is nothing compared to the Swine Flu. An Worldwide less people have died from the Coronavirus than Americans who have died from the flu this year.,INFORMATIVE,0.7632153829365222,0.23678461706347773,0,{},4,LOW,1
Good news: our second recovered patient is being discharged from the hospital today! #COVID19 #Armenia,INFORMATIVE,0.9215704352211526,0.07842956477884742,3,{'medical_system': ['hospital']},8,MEDIUM,2
"1st Lt. Sparkle Mccuiston, 152nd Medical Group, Nevada Air National Guard, said she's come in contact with three confirmed COVID-19 cases while working her civilian job as an infectious disease nurse practitioner in Las Vegas. HTTPURL",INFORMATIVE,0.7472586367274452,0.25274136327255486,2,"{'case_growth': ['confirmed', 'cases']}",6,MEDIUM,2
"@USER spectacular Senior CTL Hector Fermin on campus yesterday to pool all our labs’ PPE as we help with @USER efforts against #COVID19. 80 cases of gloves, 10 of masks, 4 of disposable lab coats coming from our collective labs. Every bit helps. @USER HTTPURL",UNINFORMATIVE,0.1638408939238334,0.8361591060761666,2,{'case_growth': ['cases']},2,LOW,1
"I have released this statement on the first day of the “Bells of Hope” initiative. I have asked every parish in Brooklyn and Queens, with outdoor bells, to ring them daily at 3 PM, starting today and continuing for the duration of the Coronavirus epidemic. HTTPURL",UNINFORMATIVE,0.2725912236088174,0.7274087763911826,0,{},0,LOW,1
"Polk County now has 9 confirmed cases of COVID-19, including second-youngest patient in state, an 8-year-old boy. HTTPURL",INFORMATIVE,0.9843591221241966,0.015640877875803413,2,"{'case_growth': ['confirmed cases', 'confirmed', 'cases']}",7,MEDIUM,2
Colin Hanks Shows Fans How to Make a Sewing-Free Face Mask After Dad Recovers from Coronavirus HTTPURL,UNINFORMATIVE,0.186546919306391,0.813453080693609,0,{},0,LOW,1
"American rock musician Alan Merrill, best known for co-writing and recording the original version of “I Love Rock ‘n’ Roll,” died Sunday of complications from the coronavirus. He was 69. HTTPURL",INFORMATIVE,0.61616837557587,0.38383162442413005,0,{},4,LOW,1
"The number of #COVID19 cases in the U.S. reached 19,624 as of 11 p.m. on Friday local time, up about 5,000 from the previous day. A total of 260 fatalities have been reported. HTTPURL",INFORMATIVE,0.9004737218028318,0.09952627819716821,5,"{'case_growth': ['cases'], 'death_severity': ['fatalities']}",10,HIGH,3
"#UPDATE: 793 people died of #coronavirus in Italy in past 24 hours, taking death toll to 4,825. Total confirmed cases reach 53,578 HTTPURL HTTPURL",INFORMATIVE,0.9940633018254804,0.005936698174519637,5,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['death']}",10,HIGH,3
LIVE AT 10 AM PM Trudeau addressees Canadians on COVID-19 situation: HTTPURL HTTPURL,UNINFORMATIVE,0.2823042494448742,0.7176957505551258,0,{},0,LOW,1
"This morning, Sudan’s ministry of health announced two new coronavirus cases. One of them had not traveled or mixed with a known case, as far as we know. Sudan simply does not have the capacity to deal with a full-on outbreak. اترزعو في بيوتكم عليكم الله",INFORMATIVE,0.7427028630118415,0.2572971369881584,6,"{'case_growth': ['cases'], 'medical_system': ['capacity'], 'symptoms_infection': ['outbreak']}",10,MEDIUM,2
"@USER @USER .@USER says #Kentucky has administered more than 1,000 tests in his estimate. Vast majority are negative, he reminds people. #KYGov #CoronaVirus",INFORMATIVE,0.6196298342283466,0.38037016577165345,1,{'testing_quarantine': ['tests']},5,MEDIUM,2
News from Variety: Hollywood Landmark Magic Castle Lays Off 189 Employees Due to Coronavirus HTTPURL via @USER HTTPURL,UNINFORMATIVE,0.38503517965352807,0.6149648203464719,0,{},0,LOW,1
"Had a beautiful walk this morning only spoilt by idiot I chatted with; said he never watched ABC or SBS, only reads NYT &amp; we won't get more Coronavirus in Maleny as there's been 4 weeks since those 2 cases and no community spread. I said WHAT ABOUT THE THE TRADIES etc etc etc HTTPURL",UNINFORMATIVE,0.3006250279951195,0.6993749720048805,3,"{'case_growth': ['cases'], 'symptoms_infection': ['spread']}",3,LOW,1
"@USER @USER Has the Mayor been tested already for Covid-19? He's showing all the symptoms and beginning to lose his mind, somebody please help!🙆‍♀️🙆‍♂️",UNINFORMATIVE,0.44617895657015216,0.5538210434298478,2,"{'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",2,LOW,1
"There are over 470,000 cases of #COVID2019 and more than 21,000 deaths To me, ~15K cases reported by the U.S. in the 24hrs is not the biggest news - it's the fact that 90+ countries &amp; territories are poised for similar outbreaks in the coming week/s. HTTPURL",INFORMATIVE,0.7368186846048171,0.26318131539518286,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",9,MEDIUM,2
"@USER @USER Nearly 20,000 fully qualified staff will join the NHS response to coronavirus after a deal with the private sector which will include 8,000 more hospital beds being made available. HTTPURL",UNINFORMATIVE,0.18190548350500013,0.8180945164949999,3,"{'medical_system': ['hospital', 'hospital beds', 'beds']}",3,LOW,1
@USER @USER As of yesterday we have lost just over 120 Minnesotans to Covid total and have approx 100 people in the ICU currently. We have Dr’s revealing the state’s corruption as it pertains to death certs. Minnesotans are sick of the BS and incompetence.,INFORMATIVE,0.6651335066990115,0.3348664933009885,6,"{'death_severity': ['death'], 'medical_system': ['icu']}",10,MEDIUM,2
"A patient admitted in the Pakistan Institute of Medical Sciences (PIMS) having coronavirus symptoms, was discharged from the hospital after being tested negative on Sunday. #MMNewstv #Pakistan #CoronaVirusUpdates #PIMSHospital HTTPURL",INFORMATIVE,0.9483241883919448,0.051675811608055226,5,"{'medical_system': ['hospital'], 'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",10,HIGH,3
"For the first time since World War II (1945), the @USER 2020 has been cancelled by a year amid rising concern of the novel Covid-19 pandemic, confirms All England Club Lawn Tennis Club (AELTC) in its official press statement. HTTPURL",UNINFORMATIVE,0.3574441247028224,0.6425558752971776,2,{'case_growth': ['rising']},2,LOW,1
#BoltonHospital ‘inundated with suspected cases’ &amp; ‘equipment keeps running out’.God bless &amp;help our @USER staff❤️ Official #Bolton #COVID19 cases stand at 109 but sure it’s much higher than that!Many cases untested. So scary &amp; close to home!😪🙏🏻#coronavirusuk #StayHomeSaveLives,UNINFORMATIVE,0.3225366051185671,0.6774633948814329,2,{'case_growth': ['cases']},2,LOW,1
China confirms almost all new coronavirus cases outside Wuhan originated abroad - Al Arabiya English HTTPURL,UNINFORMATIVE,0.4285243864205013,0.5714756135794987,2,{'case_growth': ['cases']},2,LOW,1
"#COVID19WuhanCoronavirus Last Updated at (M/D/YYYY) 3/6/2020, 9:23:08 PM Confirmed Cases by Country/Region 1. China 2. South Korea 3. Iran 4. Italy 5. Others 6. Germany 7. France 8. Japan 9. Spain 10. US @USER @USER @USER @USER @USER @USER HTTPURL",UNINFORMATIVE,0.3838827845056991,0.6161172154943009,2,"{'case_growth': ['confirmed cases', 'confirmed', 'cases']}",2,LOW,1
10 minutes after coming back to reality from watching Netflix and the world is still terrible: FBI: Bomb Suspect Dead After COVID-19 Hospital Attack Plot | Time #Terrorist HTTPURL,UNINFORMATIVE,0.4388916507921409,0.5611083492078591,6,"{'death_severity': ['dead'], 'medical_system': ['hospital']}",3,LOW,1
"317 cases of #COVIDー19 and 2 deaths in #Pennsylvania. Yesterday, we had 268. The day before that, 133. The numbers are probably rising as I type this. THIS IS SERIOUS, FOLKS, and nothing to take lightly. Take precautions, and if you’re not feeling well, STAY THE FUCK HOME.",UNINFORMATIVE,0.42224390063113226,0.5777560993688677,5,"{'case_growth': ['cases', 'rising'], 'death_severity': ['deaths']}",3,LOW,1
"via @USER China's Wuhan, Origin of COVID-19, Reports No New Cases For First Time Since Outbreak: Originating in Wuhan, Hubei province, last December, the virus has swiftly spread around the globe, prompting the World Health Organisation (WHO)… HTTPURL HTTPURL",INFORMATIVE,0.558420937438873,0.441579062561127,3,"{'case_growth': ['new cases', 'cases'], 'symptoms_infection': ['outbreak', 'spread']}",6,MEDIUM,2
"@USER @USER @USER We would all like this pandemic to be over already but #DonTheCon has wasted precious, life saving months, to claim it was a #DemocraticHoax then claimed it would go from 15 to 0 cases ""in a few days"". trump has 0 leadership skills &amp; only #trumpChumps think differently. #COVID HTTPURL",UNINFORMATIVE,0.12603209694865003,0.87396790305135,2,{'case_growth': ['cases']},2,LOW,1
"This reporter says 925 recovered from corona in Italy 🇮🇹 yesterday. Starting the week on a positive note 👍, with gratitude for key workers &amp; everyone that contributes to their families, communities and society 🌎 #coronavirus",INFORMATIVE,0.6298288379126737,0.37017116208732626,0,{},4,LOW,1
"This #coronavirus tables of states in the U.S. really shows the dramatic situation in New York, and New Jersey, presumably largely in the NYC metro area. NY has half the cases in the whole country. Jersey has more than California, 4-5 times its population. HTTPURL",INFORMATIVE,0.5093365653212377,0.4906634346787623,2,{'case_growth': ['cases']},5,MEDIUM,2
"people want CORONAVIRUS NOW👇 BREAKING NEWS - Modi Govt announces slew of measures to tackle Coronovirus including paid leave, free meals, 25000 rupees per person, Income Taxes, GST, and EMIs waived off. All details here : HTTPURL",UNINFORMATIVE,0.19250674720407024,0.8074932527959298,0,{},0,LOW,1
"151 people tested for COVID-19 at a pop up site in Chesterfield. Health officials are calling it a success, hear from the @USER at 5pm. HTTPURL",INFORMATIVE,0.5979093144858891,0.4020906855141109,1,{'testing_quarantine': ['tested']},4,LOW,1
BREAKING: Italian &amp; AC Milan football legend Paolo Maldini and son Daniel Maldini have both tested positive for the #COVIDー19 #CoronavirusPandemic #CoronaVirus HTTPURL,INFORMATIVE,0.7994146638537588,0.20058533614624122,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"""On the 13th of March, Pastor Spradlin shared on Facebook a misleading post comparing swine flu and coronavirus deaths...[2 weeks later] After eight days in intensive care, Pastor Spradlin died.""",INFORMATIVE,0.6536521294099058,0.34634787059009425,3,{'death_severity': ['deaths']},7,MEDIUM,2
"""Adapting a #TB contact investigation strategy for COVID-19"" New correspondence in The Union's #COVID19 resource bank: HTTPURL Authors: T-A. Nguyen, Q. N. Cuong, A. L. T. Kim, T. N. Huong, H. N. Nguyen, G. J. Fox,1, @USER #WorldTBDay #coronavirus",UNINFORMATIVE,0.20660759962488617,0.7933924003751138,0,{},0,LOW,1
Italy. 793 deaths in 24 hours. This makes driving on the #autobahn at 400 mph look perfectly safe.😕 #Coronavirus #COVID19,INFORMATIVE,0.7688957948701094,0.2311042051298906,3,{'death_severity': ['deaths']},7,MEDIUM,2
"#FIBA: The first BAT case involving COVID-19 as ""force majeure"" will become the standard for everyone | Eurohoops HTTPURL",UNINFORMATIVE,0.24652335704971529,0.7534766429502847,0,{},0,LOW,1
Kylian Mbappe took part in a short training session with his PSG team-mates this morning 🏃‍♂️ Mbappe missed training on Monday and Tuesday due to illness. He tested negative for coronavirus. Will he start against Dortmund tonight? 🤔 #UCL #PSGBVB HTTPURL,UNINFORMATIVE,0.3959645894383217,0.6040354105616783,1,{'testing_quarantine': ['tested']},1,LOW,1
"Due to the #coronavirus pandemic, the ECB have confirmed that there will be no professional cricket played in England &amp; Wales before May 28th #cricket #COVID19",UNINFORMATIVE,0.24350551072857163,0.7564944892714284,2,{'case_growth': ['confirmed']},2,LOW,1
"What if Gov’t forged this one #COVIDー19 case on that plane and let everyone else on it into public so that y’all get scared and Quarantine your asses for real? What if?? Nwe jokes aside, stay safe, self Quarantine, wear masks, wash hands regularly with soap or use Sanitizers.",UNINFORMATIVE,0.15507431114786796,0.844925688852132,1,{'testing_quarantine': ['quarantine']},1,LOW,1
